epoch,train_loss,valid_loss,accuracy,balanced_accuracy_score,f1_score,time
0,0.009911909699440002,0.009383870288729668,0.9481421113014221,0.8158112286124531,0.7323091247672254,00:58
1,0.009785585105419159,0.009360727854073048,0.9484878778457642,0.8167257859196564,0.7341143610830942,00:54
2,0.010023312643170357,0.009393577463924885,0.9484277367591858,0.8146509237861927,0.7324756335282651,00:54
3,0.010060849599540234,0.009345322847366333,0.948352575302124,0.8192912204801568,0.7354073617742183,00:55
4,0.010087625123560429,0.009371091611683369,0.9484277367591858,0.8157915346812556,0.7332659566197621,00:55
5,0.009906860068440437,0.009354148991405964,0.9486982822418213,0.8178044916924907,0.7355698458200977,00:55
6,0.00992626417428255,0.00942568201571703,0.948472797870636,0.8113744821203661,0.7303335431088736,00:54
7,0.009967803955078125,0.00933823175728321,0.9487584233283997,0.8182584857119177,0.7360842300843848,00:55
8,0.009993690066039562,0.009388808161020279,0.9481421113014221,0.815631132155338,0.7321844434094085,00:55
9,0.010049628093838692,0.009310913272202015,0.9488937258720398,0.8207957841030143,0.7382602001539647,00:55
10,0.010039852932095528,0.009373451583087444,0.9484427571296692,0.8161001376813204,0.7335301429459291,00:54
11,0.010016579180955887,0.009411863051354885,0.9481421113014221,0.8136500711270709,0.730805243445693,00:54
12,0.009898045100271702,0.009375997819006443,0.9482323527336121,0.8162220749559207,0.7328990228013029,00:54
13,0.010035088285803795,0.009392526000738144,0.948051929473877,0.8156405108784726,0.7318851823118696,00:55
14,0.009952195920050144,0.009324290789663792,0.9488636255264282,0.8216193497598062,0.7387096774193549,00:54
15,0.009883789345622063,0.009379709139466286,0.9484878778457642,0.8163055608530543,0.7338252427184465,00:55
16,0.009834102354943752,0.009412403218448162,0.9480820298194885,0.812955948498157,0.7301140803250507,00:55
17,0.009973803535103798,0.009392966516315937,0.9485630393028259,0.8140065181015876,0.7324890556597873,00:54
18,0.010010079480707645,0.009328413754701614,0.9486081004142761,0.8204552851199816,0.7370606783050065,00:54
19,0.01004617940634489,0.009328159503638744,0.948983907699585,0.8206063089227646,0.7384401972872995,00:55
20,0.01009187288582325,0.00940824393182993,0.9478715658187866,0.8145786895820506,0.7305361305361305,00:55
21,0.009858604520559311,0.009404185228049755,0.9482022523880005,0.8128433899466914,0.7304443053817271,00:54
22,0.009875461459159851,0.009359247051179409,0.9484427571296692,0.8177810379477289,0.734684405940594,00:54
23,0.0100107342004776,0.009566477499902248,0.9474506974220276,0.8055776126660044,0.7226717436141519,00:55
24,0.009958947077393532,0.009349016472697258,0.9484427571296692,0.8176009414906138,0.7345612134344527,00:55
25,0.010069748386740685,0.00943911075592041,0.9482323527336121,0.8120798564422713,0.7300094073377235,00:55
26,0.009966441430151463,0.009442267939448357,0.9482473731040955,0.8112478485472732,0.7294727744165947,00:55
27,0.00985011924058199,0.00933481939136982,0.9486982822418213,0.8204459063968469,0.7373605232781839,00:55
28,0.010168496519327164,0.00944465957581997,0.94788658618927,0.8111652991350681,0.7281850254802039,00:54
29,0.01002348493784666,0.009413652122020721,0.948472797870636,0.8117346750345966,0.730587865451116,00:55
30,0.009890769608318806,0.009327287785708904,0.9487584233283997,0.8216202862447346,0.7383529050579476,00:55
31,0.010044202208518982,0.00934942252933979,0.948517918586731,0.8202845673860009,0.7366397539407921,00:54
32,0.009759497828781605,0.00936861988157034,0.9485930800437927,0.8160044636062673,0.7339763534536403,00:54
33,0.00978943333029747,0.009359448216855526,0.9485780596733093,0.8173767608726108,0.7348678601875532,00:54
34,0.009876309894025326,0.009330978617072105,0.948818564414978,0.8211137658262138,0.7382178826785578,00:55
35,0.009911495260894299,0.009379444643855095,0.9486381411552429,0.8150092437305664,0.733442546220454,00:55
36,0.009764236398041248,0.009364810772240162,0.9485780596733093,0.816896503653637,0.7345386823931093,00:54
37,0.009984748438000679,0.009361142292618752,0.948307454586029,0.8173448648896429,0.733926499032882,00:55
38,0.009963843040168285,0.00936895702034235,0.9482473731040955,0.8194122212698286,0.7351334718055237,00:55
39,0.010024461895227432,0.009346885606646538,0.9482774138450623,0.8194891378986127,0.7352873297945995,00:54
40,0.010005318559706211,0.009481249377131462,0.9482323527336121,0.8098586668045172,0.728434000946223,00:54
41,0.010067091323435307,0.009340791963040829,0.9486982822418213,0.8194853919588992,0.7367121808223406,00:55
