epoch,train_loss,valid_loss,accuracy,balanced_accuracy_score,f1_score,time
0,0.009723331779241562,0.011694543994963169,0.9423250555992126,0.7812673310409847,0.6863402272541487,00:59
1,0.009745176881551743,0.011463604867458344,0.9425655603408813,0.7850643681469593,0.6903314693249047,00:56
2,0.009544722735881805,0.011179528199136257,0.94280606508255,0.7907224019764576,0.6957703685935877,00:56
3,0.009767645969986916,0.011698287911713123,0.9422197937965393,0.7798875280213633,0.6848146933420793,00:56
4,0.009517616592347622,0.011272319592535496,0.9425204396247864,0.7881607133556708,0.6927526916278323,00:56
5,0.009555368684232235,0.011274904012680054,0.9428661465644836,0.7914165246053715,0.6965269461077844,00:56
6,0.009595751762390137,0.011531759984791279,0.9425805807113647,0.7848326817756787,0.6901865369018654,00:56
7,0.009587068110704422,0.011313825845718384,0.9427309036254883,0.788398968995301,0.6936313927307816,00:56
8,0.009559867903590202,0.011474252678453922,0.9427609443664551,0.7879355962527395,0.6933483652762119,00:57
9,0.009597075171768665,0.011415060609579086,0.9427309036254883,0.7893594834332487,0.6944177093358999,00:56
10,0.009480939246714115,0.011116867884993553,0.9433171153068542,0.795091624436746,0.7009279086366882,00:56
11,0.009602425619959831,0.011469341814517975,0.9430164694786072,0.787358728473784,0.6937060677062292,00:56
12,0.009658262133598328,0.011301047168672085,0.9426707625389099,0.7902261967659998,0.6949288113901777,00:56
13,0.009562889114022255,0.011155166663229465,0.9430766105651855,0.7942961949493579,0.6995159882567644,00:56
14,0.009771940298378468,0.011355792172253132,0.942505419254303,0.7865314030034278,0.691358024691358,00:56
15,0.009695199318230152,0.011299052275717258,0.942971408367157,0.7902149450730085,0.6958961205514588,00:56
16,0.009668118320405483,0.011159935966134071,0.9428661465644836,0.793997907157356,0.698596463404964,00:56
17,0.0096210902556777,0.011213830672204494,0.9428511261940002,0.7896071177960133,0.6950104283651531,00:56
18,0.00962414126843214,0.011051828972995281,0.9430314898490906,0.7978127652246714,0.7021376925495129,00:56
19,0.009664581157267094,0.011611145921051502,0.9428661465644836,0.787274306091722,0.6931460402034392,00:56
20,0.00977261271327734,0.011576230637729168,0.9426256418228149,0.787799583956512,0.6927967806841047,00:56
21,0.009603835642337799,0.011577344499528408,0.9428511261940002,0.7831836774922383,0.6896833170094678,00:56
22,0.009629005566239357,0.011073021218180656,0.9428511261940002,0.7909878573005632,0.6961317135549873,00:56
23,0.009561083279550076,0.010954936034977436,0.943091630935669,0.7966458911300615,0.7014195583596213,00:56
24,0.009722285903990269,0.011360537260770798,0.9426557421684265,0.7879965648900396,0.6930565612680023,00:56
25,0.009741080924868584,0.011349878273904324,0.9427909851074219,0.790834024042995,0.6958120204603581,00:56
26,0.009683743119239807,0.011628194712102413,0.9425956010818481,0.7832202558998481,0.6888798370672098,00:56
27,0.009738733060657978,0.011446199379861355,0.9429864287376404,0.7880622298258324,0.6941868902684835,00:56
28,0.009621341712772846,0.011367476545274258,0.9427459239959717,0.7899082150428004,0.6949138966760111,00:56
29,0.009581688791513443,0.011075234971940517,0.9431367516517639,0.7948102211211565,0.7001189060642093,00:56
30,0.009663990698754787,0.011327465064823627,0.9429413080215454,0.7904982213584548,0.6960281870595771,00:56
31,0.00964311696588993,0.011135328561067581,0.9434824585914612,0.7961450034949618,0.702296120348377,00:56
32,0.009614807553589344,0.011580785736441612,0.9428661465644836,0.7849330521492246,0.6912015598342676,00:56
33,0.009599793702363968,0.011200634762644768,0.9430766105651855,0.792675326835321,0.6982229659733843,00:57
34,0.009684856981039047,0.011360938660800457,0.9428361058235168,0.786296907177362,0.6922392166383426,00:56
35,0.009732135571539402,0.011242205277085304,0.94280606508255,0.7893416624719078,0.694647299574673,00:56
36,0.00962312612682581,0.011418535374104977,0.942881166934967,0.7869825875680696,0.6929541047188106,00:56
37,0.009707530029118061,0.011133897118270397,0.9425805807113647,0.789875382574904,0.694351096175388,00:56
38,0.00950550101697445,0.011180713772773743,0.943046510219574,0.7913977671591024,0.6970980893756495,00:56
39,0.009588157758116722,0.011263019405305386,0.9429563283920288,0.7927278532344151,0.6978743730594699,00:56
40,0.009673825465142727,0.011198766529560089,0.9431667923927307,0.7897243726459717,0.6961343727396929,00:56
41,0.009651650674641132,0.011256078258156776,0.9431066513061523,0.7930524042259639,0.698622501791544,00:56
42,0.009664579294621944,0.011461758986115456,0.94280606508255,0.7883211158815885,0.6938118612698158,00:56
43,0.009670092724263668,0.011117925867438316,0.9432569742202759,0.7934369873698844,0.6994187435305358,00:56
44,0.009702561423182487,0.011569630354642868,0.9428962469100952,0.7851900652351239,0.6915144133170931,00:57
45,0.009779498912394047,0.011328177526593208,0.9430615901947021,0.7894251483690414,0.6955473396560038,00:56
