epoch,train_loss,valid_loss,accuracy,balanced_accuracy_score,f1_score,time
0,0.017056243494153023,0.020159531384706497,0.9058616161346436,0.87509965463939,0.847832964251819,00:09
1,0.017030473798513412,0.02022778056561947,0.9063509106636047,0.8754678431519084,0.8485040367262942,00:07
2,0.016732923686504364,0.02015148475766182,0.9059593677520752,0.8754620019576591,0.8481592668668035,00:07
3,0.016921628266572952,0.020134123042225838,0.9061552286148071,0.8756814547666079,0.8484752725549061,00:07
4,0.017032189294695854,0.020187797024846077,0.9062530398368835,0.875249850641522,0.8482736775419703,00:06
5,0.017202211543917656,0.020251011475920677,0.9055679440498352,0.8751674511476444,0.8476235591346912,00:07
6,0.017375720664858818,0.020310109481215477,0.9074273705482483,0.8782266477858652,0.8512578616352202,00:07
7,0.017234083265066147,0.019431281834840775,0.910069465637207,0.8810088171968194,0.8553894571203776,00:07
8,0.01709143817424774,0.0198519267141819,0.909286618232727,0.8788318126900805,0.853299572717202,00:07
9,0.017073988914489746,0.020345401018857956,0.9079166054725647,0.8789557233180905,0.8521602513747054,00:07
10,0.016924438998103142,0.02032233588397503,0.9065466523170471,0.8757594733647984,0.8488684918499763,00:07
11,0.016797928139567375,0.020195242017507553,0.9071337580680847,0.8808206534320667,0.8526626300263933,00:07
12,0.01684560813009739,0.02080179937183857,0.9054701924324036,0.8743720394057273,0.8470066518847008,00:07
13,0.01685134693980217,0.020746231079101562,0.9045894742012024,0.875802444797493,0.8472026328161729,00:07
14,0.01677939109504223,0.020968465134501457,0.904295802116394,0.8734883869756831,0.8453999367688902,00:07
15,0.016687851399183273,0.0203237384557724,0.9081122279167175,0.8793195309349218,0.8525671219971739,00:07
16,0.016829317435622215,0.020795583724975586,0.904295802116394,0.8724779033205041,0.8447126071768815,00:07
17,0.016845107078552246,0.019608991220593452,0.9085036516189575,0.8775931144345788,0.851799017276906,00:07
18,0.016720568761229515,0.020610623061656952,0.9072315096855164,0.8780071949769166,0.8509433962264151,00:07
19,0.01675289124250412,0.019544998183846474,0.9059593677520752,0.8815249038887322,0.852085577959058,00:07
20,0.01662716083228588,0.020180273801088333,0.9020451903343201,0.8756922996309311,0.8449744463373083,00:07
21,0.016787197440862656,0.01955440826714039,0.9103630781173706,0.8827454557870988,0.8567406944010009,00:07
