epoch,train_loss,valid_loss,accuracy,balanced_accuracy_score,f1_score,time
0,0.010403560474514961,0.009585852734744549,0.9487283825874329,0.8208229837874896,0.7377162629757785,00:56
1,0.010078742168843746,0.009646675549447536,0.948352575302124,0.8162896128615702,0.7333540276268818,00:53
2,0.01018193643540144,0.009581312537193298,0.9482623934745789,0.8154585414515005,0.7324731851391264,00:53
3,0.01016423013061285,0.009530658833682537,0.9481270909309387,0.8143620147173254,0.7312514601666535,00:53
4,0.009946350939571857,0.00954756885766983,0.947931706905365,0.8156930372775664,0.7315144938769182,00:53
5,0.01012352667748928,0.009504496119916439,0.9480669498443604,0.8149885994405897,0.7314836403201991,00:53
6,0.0100119449198246,0.009495784528553486,0.9477513432502747,0.8204543347612023,0.7341694707861731,00:53
7,0.010080882348120213,0.009476704522967339,0.9475558996200562,0.8185436210933699,0.7322127561593369,00:53
8,0.010024724528193474,0.009553227573633194,0.9475258588790894,0.8214683120831723,0.7341000837839895,00:53
9,0.010057903826236725,0.009516585618257523,0.9470748901367188,0.8165325370519915,0.7292163346919942,00:53
10,0.009922838769853115,0.00958970095962286,0.9474958181381226,0.8144876979316391,0.7292038142491666,00:53
11,0.009880004450678825,0.009505011141300201,0.9472553133964539,0.8204759016622566,0.7325253449195823,00:53
12,0.009809380397200584,0.009461634792387486,0.9482172727584839,0.8198155618600182,0.7353054168267383,00:53
13,0.010154503397643566,0.009485552087426186,0.9471049904823303,0.8122271065576393,0.7262969588550984,00:53
14,0.009906580671668053,0.009456394240260124,0.9474055767059326,0.8239221245771354,0.7353452840178504,00:53
15,0.009874716401100159,0.009609263390302658,0.9468494653701782,0.8159856784122965,0.728083666564134,00:53
16,0.009845646098256111,0.009505960159003735,0.9472101926803589,0.8166085171958473,0.7297214098814837,00:53
17,0.009923728182911873,0.009583557955920696,0.9475709199905396,0.8152502949511309,0.7299891624090417,00:53
18,0.010003033094108105,0.009506162256002426,0.9465939402580261,0.8138610993345241,0.7257429563874952,00:53
19,0.009834145195782185,0.00951753742992878,0.9476160407066345,0.8128143034185085,0.7284345047923322,00:53
20,0.010015618056058884,0.00946780014783144,0.9476310610771179,0.8126426491995995,0.7283642600966788,00:53
21,0.009868316352367401,0.009453663602471352,0.9479016065597534,0.8182575353531385,0.7331793687451886,00:53
22,0.009827538393437862,0.009577359072864056,0.9466390013694763,0.8258928565234888,0.7341222288795687,00:53
23,0.009732972830533981,0.009588681161403656,0.9475709199905396,0.8148300698845288,0.7296962182269063,00:53
24,0.00985496211796999,0.009691376239061356,0.9467592835426331,0.8101119062030016,0.7236267166042447,00:53
25,0.00990221742540598,0.009770353324711323,0.9459325671195984,0.8003425994840426,0.7136374492476714,00:53
26,0.009949500672519207,0.009555784054100513,0.9469696879386902,0.8217562707932604,0.732443500682542,00:53
27,0.009873709641397,0.009481127373874187,0.9476912021636963,0.8297255494259959,0.7401045556385362,00:53
28,0.009897532872855663,0.009440717287361622,0.9473304748535156,0.8184169875202769,0.7313707451701933,00:53
29,0.009950431995093822,0.009472336620092392,0.9468945264816284,0.8233949598686379,0.7332981052313731,00:53
30,0.009921513497829437,0.009625431150197983,0.9467893242835999,0.80652686153711,0.7211280920119743,00:53
31,0.009874753654003143,0.009587759152054787,0.9465187788009644,0.8069151906207441,0.7205027494108405,00:53
32,0.009861234575510025,0.009501004591584206,0.9474206566810608,0.809162657331896,0.7251728472658706,00:53
33,0.009802334010601044,0.009477880783379078,0.9476611614227295,0.8154210126851116,0.7304118922266956,00:53
34,0.009846292436122894,0.009620387107133865,0.9466540217399597,0.8147953505729248,0.7266004159926047,00:53
35,0.009817978367209435,0.009566836059093475,0.9476310610771179,0.8292715554065688,0.739611360239163,00:53
36,0.009830978699028492,0.009726770222187042,0.9467893242835999,0.8134305590598591,0.7260909935004641,00:53
37,0.00987014826387167,0.0095173055306077,0.9463984966278076,0.8187940510370689,0.7285322777101095,00:53
